date,temperature_c,humidity_pct,precipitation_mm
2024-03-20,0.0,31.0,0.0
2024-03-21,7.4,35.2,0.0
2024-03-22,9.9,32.0,7.8
2024-03-23,14.7,35.3,0.7
2024-03-24,7.0,51.8,7.9
2024-03-25,6.1,36.1,0.0
2024-03-26,7.5,65.0,0.0
2024-03-27,13.5,48.2,14.4
2024-03-28,11.4,46.0,0.8
2024-03-29,8.2,38.0,3.1
2024-03-30,12.6,50.7,0.0
2024-03-31,11.2,40.8,3.3
2024-04-01,15.0,46.7,0.0
2024-04-02,8.5,66.5,0.0
2024-04-03,10.3,45.6,0.0
2024-04-04,10.3,55.9,1.7
2024-04-05,6.2,41.3,1.1
2024-04-06,13.5,47.0,0.0
2024-04-07,13.6,61.8,0.0
2024-04-08,12.8,42.9,0.0
2024-04-09,12.1,62.7,0.0
2024-04-10,7.6,54.2,4.3
2024-04-11,11.9,44.4,0.0
2024-04-12,12.4,54.3,0.0
2024-04-13,10.8,57.3,2.6
2024-04-14,13.6,54.9,0.0
2024-04-15,16.1,37.7,0.0
2024-04-16,22.3,44.7,0.0
2024-04-17,15.7,48.9,0.0
2024-04-18,16.2,50.6,0.0
2024-04-19,15.1,56.5,0.0
2024-04-20,8.0,53.3,9.6
2024-04-21,15.7,41.6,2.9
2024-04-22,16.3,55.6,0.0
2024-04-23,26.1,57.8,11.2
2024-04-24,15.7,57.8,0.0
2024-04-25,17.9,62.3,0.0
2024-04-26,16.8,60.6,0.0
2024-04-27,12.5,58.0,0.0
2024-04-28,21.9,54.1,0.0
2024-04-29,20.5,41.7,13.0
2024-04-30,20.9,58.8,0.1
2024-05-01,14.3,57.3,3.2
2024-05-02,23.7,58.2,0.0
2024-05-03,12.7,46.2,0.0
2024-05-04,20.8,48.1,5.9
2024-05-05,27.4,65.5,0.0
2024-05-06,14.9,57.1,0.0
2024-05-07,16.8,63.2,0.0
2024-05-08,19.6,58.3,0.0
2024-05-09,17.4,58.7,1.6
2024-05-10,13.3,66.3,0.0
2024-05-11,20.0,55.0,0.0
2024-05-12,15.6,60.2,0.0
2024-05-13,21.9,56.1,0.0
2024-05-14,16.5,56.6,0.0
2024-05-15,26.5,58.0,0.0
2024-05-16,17.3,62.5,1.7
2024-05-17,19.3,57.3,0.0
2024-05-18,24.0,71.5,0.0
2024-05-19,16.0,54.6,0.0
2024-05-20,21.9,60.6,6.7
2024-05-21,26.4,58.9,0.8
2024-05-22,14.8,74.3,7.0
2024-05-23,22.1,64.6,0.0
2024-05-24,22.5,71.6,0.0
2024-05-25,24.7,51.8,7.3
2024-05-26,16.8,66.1,0.0
2024-05-27,16.5,71.4,0.0
2024-05-28,24.0,65.2,0.0
2024-05-29,23.2,73.4,0.0
2024-05-30,23.1,61.0,0.0
2024-05-31,23.6,76.7,0.0
2024-06-01,19.5,84.2,2.6
2024-06-02,23.3,63.1,0.0
2024-06-03,23.6,62.8,0.0
2024-06-04,19.6,78.2,0.0
2024-06-05,30.0,79.5,0.0
2024-06-06,24.5,63.0,0.0
2024-06-07,17.9,64.1,0.4
2024-06-08,25.3,65.5,0.0
2024-06-09,18.9,57.2,3.7
2024-06-10,26.0,60.9,1.8
2024-06-11,27.5,60.5,0.0
2024-06-12,19.6,62.6,0.0
2024-06-13,26.8,68.7,7.9
2024-06-14,24.6,71.1,0.0
2024-06-15,26.2,81.9,0.0
2024-06-16,30.6,61.7,0.4
2024-06-17,22.0,77.8,0.0
2024-06-18,20.0,68.5,0.0
2024-06-19,19.4,70.0,0.0
2024-06-20,19.7,76.0,1.6
2024-06-21,22.7,61.8,8.1
2024-06-22,24.3,74.1,0.0
2024-06-23,24.1,72.6,0.0
2024-06-24,26.3,75.4,11.8
2024-06-25,23.0,73.9,0.0
2024-06-26,28.7,91.5,3.2
2024-06-27,21.8,66.9,0.0
2024-06-28,33.7,67.9,5.1
2024-06-29,25.3,67.4,0.0
2024-06-30,19.3,68.1,4.6
2024-07-01,18.4,67.6,2.2
2024-07-02,24.6,82.4,5.2
2024-07-03,21.7,84.4,0.7
2024-07-04,25.4,68.6,0.0
2024-07-05,24.3,66.6,0.0
2024-07-06,22.1,77.2,3.0
2024-07-07,18.9,69.1,0.0
2024-07-08,16.2,78.7,0.0
2024-07-09,20.4,75.4,0.0
2024-07-10,25.5,61.8,0.0
2024-07-11,22.8,86.4,0.0
2024-07-12,16.9,88.5,0.0
2024-07-13,22.5,69.3,0.0
2024-07-14,23.2,71.2,8.1
2024-07-15,18.0,76.7,0.0
2024-07-16,22.1,77.2,0.0
2024-07-17,21.6,79.8,0.0
2024-07-18,16.6,90.7,7.5
2024-07-19,22.5,73.3,0.0
2024-07-20,23.2,68.4,0.0
2024-07-21,25.1,63.8,0.0
2024-07-22,24.9,69.0,0.7
2024-07-23,15.0,74.6,0.0
2024-07-24,16.6,89.3,0.0
2024-07-25,22.3,70.8,0.0
2024-07-26,22.2,76.8,0.0
2024-07-27,22.0,74.9,0.0
2024-07-28,35.2,84.5,0.0
2024-07-29,21.9,95.2,0.2
2024-07-30,24.0,70.8,0.0
2024-07-31,23.1,71.1,0.0
2024-08-01,21.7,83.3,0.3
2024-08-02,17.7,80.4,9.1
2024-08-03,21.8,89.7,0.0
2024-08-04,15.5,79.6,0.0
2024-08-05,17.5,72.0,0.0
2024-08-06,16.3,79.5,0.0
2024-08-07,18.3,83.6,0.0
2024-08-08,27.1,81.3,0.0
2024-08-09,10.2,78.7,1.6
2024-08-10,20.2,83.1,0.0
2024-08-11,10.8,83.9,0.0
2024-08-12,15.1,85.5,7.8
2024-08-13,21.2,79.5,11.1
2024-08-14,16.9,72.9,0.0
2024-08-15,12.1,75.3,0.0
2024-08-16,13.3,83.7,0.0
2024-08-17,18.7,67.4,0.0
2024-08-18,12.8,76.8,0.0
2024-08-19,16.4,70.6,0.0
2024-08-20,15.5,73.8,0.0
2024-08-21,12.5,83.7,0.0
2024-08-22,23.4,74.9,5.0
2024-08-23,17.1,73.6,0.0
2024-08-24,6.3,62.2,0.0
2024-08-25,14.9,78.9,0.0
2024-08-26,11.3,77.9,0.0
2024-08-27,17.1,89.9,0.0
2024-08-28,10.3,70.0,16.9
2024-08-29,12.7,74.0,0.0
2024-08-30,15.0,74.1,0.0
2024-08-31,16.2,84.5,6.1
2024-09-01,7.6,71.0,1.8
2024-09-02,10.9,73.8,0.0
2024-09-03,10.1,76.2,0.0
2024-09-04,9.1,72.6,0.0
2024-09-05,18.5,67.4,0.0
2024-09-06,12.8,72.3,0.0
2024-09-07,5.9,79.1,0.0
2024-09-08,14.4,62.1,0.0
2024-09-09,18.9,71.1,0.0
2024-09-10,14.3,64.2,0.0
2024-09-11,3.9,79.2,1.2
2024-09-12,7.7,57.2,0.0
2024-09-13,14.5,64.6,0.0
2024-09-14,6.3,71.9,0.0
2024-09-15,10.7,81.1,7.3
2024-09-16,11.7,67.8,2.7
2024-09-17,4.7,63.7,0.0
2024-09-18,7.9,82.9,0.0
2024-09-19,-5.1,56.0,0.0
2024-09-20,3.5,49.7,0.0
2024-09-21,6.3,70.6,0.0
2024-09-22,2.1,62.7,10.6
2024-09-23,13.4,58.3,0.0
2024-09-24,0.9,71.9,5.7
2024-09-25,4.6,67.9,0.0
2024-09-26,6.6,61.1,0.0
2024-09-27,11.6,55.1,0.0
2024-09-28,-0.2,72.0,5.3
2024-09-29,10.0,69.9,6.7
2024-09-30,5.1,63.6,0.0
2024-10-01,0.9,78.9,0.0
2024-10-02,6.4,55.2,0.0
2024-10-03,5.1,51.3,0.0
2024-10-04,1.6,57.7,0.0
2024-10-05,4.1,62.5,0.0
2024-10-06,2.0,64.5,0.0
2024-10-07,3.8,60.3,0.0
2024-10-08,5.7,64.7,0.0
2024-10-09,9.2,51.6,0.6
2024-10-10,-2.4,72.8,0.0
2024-10-11,10.9,60.3,1.6
2024-10-12,-5.7,69.5,9.0
2024-10-13,1.3,63.0,0.0
2024-10-14,4.0,63.6,2.4
2024-10-15,2.5,64.2,0.0
2024-10-16,-1.3,62.9,0.0
2024-10-17,0.1,64.1,0.0
2024-10-18,-1.3,69.2,0.0
2024-10-19,-1.9,59.8,3.4
2024-10-20,3.7,63.6,0.0
2024-10-21,1.5,56.9,0.0
2024-10-22,-3.0,68.8,0.0
2024-10-23,3.2,51.5,0.0
2024-10-24,0.6,71.0,3.1
2024-10-25,2.4,55.9,0.0
2024-10-26,1.5,44.4,0.0
2024-10-27,-4.5,56.5,0.0
2024-10-28,-3.7,49.7,0.0
2024-10-29,1.4,61.6,0.0
2024-10-30,0.6,49.3,0.0
2024-10-31,-2.1,50.6,0.0
2024-11-01,-1.7,38.7,0.0
2024-11-02,2.7,49.8,0.0
2024-11-03,-5.0,33.7,0.0
2024-11-04,-0.6,40.1,0.0
2024-11-05,-3.8,58.5,0.0
2024-11-06,-4.0,58.4,0.0
2024-11-07,1.1,55.1,0.0
2024-11-08,-0.2,43.7,0.0
2024-11-09,-0.4,50.7,0.0
2024-11-10,1.4,50.7,0.0
2024-11-11,-3.9,41.1,0.0
2024-11-12,-1.4,62.1,0.0
2024-11-13,-5.5,56.7,0.0
2024-11-14,-3.1,47.6,0.0
2024-11-15,-5.1,49.3,0.0
2024-11-16,-4.3,50.4,5.2
2024-11-17,-2.4,32.1,0.0
2024-11-18,-8.2,46.1,0.0
2024-11-19,3.3,42.3,0.1
2024-11-20,-9.2,39.4,0.0
2024-11-21,-10.2,44.9,0.0
2024-11-22,-0.8,61.2,0.0
2024-11-23,-2.4,51.6,0.0
2024-11-24,-3.2,41.6,0.0
2024-11-25,-3.3,50.5,0.0
2024-11-26,-5.9,56.8,0.0
2024-11-27,-9.5,52.7,0.0
2024-11-28,-5.8,45.5,0.0
2024-11-29,-8.9,39.5,0.0
2024-11-30,-2.3,50.0,6.9
2024-12-01,-6.9,47.2,0.0
2024-12-02,-9.7,51.0,0.0
2024-12-03,-7.7,48.6,0.0
2024-12-04,-4.9,51.6,14.3
2024-12-05,-8.8,38.7,0.0
2024-12-06,-9.9,53.2,0.0
2024-12-07,-5.7,44.0,0.0
2024-12-08,-5.8,58.8,0.0
2024-12-09,-8.8,36.4,0.0
2024-12-10,-8.7,55.5,0.0
2024-12-11,-5.9,43.0,0.0
2024-12-12,-12.7,35.9,0.0
2024-12-13,-12.6,37.0,0.0
2024-12-14,-9.8,38.1,0.0
2024-12-15,-7.8,43.8,0.0
2024-12-16,-5.7,44.4,0.0
2024-12-17,-1.1,35.4,0.0
2024-12-18,-3.6,39.5,0.0
2024-12-19,-7.6,56.6,0.0
2024-12-20,-7.1,53.1,2.5
2024-12-21,-11.0,42.6,5.6
2024-12-22,-7.1,39.2,0.0
2024-12-23,-8.1,39.6,0.0
2024-12-24,-5.6,43.4,0.0
2024-12-25,-10.2,30.1,0.0
2024-12-26,-4.8,36.0,3.2
2024-12-27,-0.7,24.6,0.0
2024-12-28,-7.2,40.9,0.0
2024-12-29,-5.2,42.7,0.0
2024-12-30,-4.0,33.5,0.0
2024-12-31,-8.3,49.8,0.0
2025-01-01,-5.8,27.4,0.0
2025-01-02,-6.6,25.4,0.0
2025-01-03,-6.2,38.7,0.0
2025-01-04,-9.6,45.2,0.0
2025-01-05,-6.3,50.1,0.0
2025-01-06,-4.4,32.8,0.0
2025-01-07,-0.5,45.0,0.0
2025-01-08,-2.3,36.0,0.0
2025-01-09,2.5,34.8,0.0
2025-01-10,-9.1,43.1,0.0
2025-01-11,-2.4,41.1,0.0
2025-01-12,-5.1,23.2,0.0
2025-01-13,3.0,47.5,0.0
2025-01-14,-8.8,46.7,0.0
2025-01-15,-8.9,30.6,0.0
2025-01-16,-7.8,38.6,0.0
2025-01-17,-13.8,39.4,0.0
2025-01-18,-7.2,37.4,0.0
2025-01-19,-8.0,30.9,0.3
2025-01-20,-4.3,29.9,0.0
2025-01-21,-3.4,35.0,0.0
2025-01-22,2.9,44.5,0.0
2025-01-23,-0.7,39.4,0.0
2025-01-24,-6.6,32.1,1.4
2025-01-25,-7.8,41.2,0.0
2025-01-26,-2.1,20.0,0.0
2025-01-27,-9.1,44.2,15.1
2025-01-28,3.6,21.1,0.0
2025-01-29,1.2,32.1,0.0
2025-01-30,-5.3,26.0,0.0
2025-01-31,-10.1,24.7,0.0
2025-02-01,2.4,44.3,0.0
2025-02-02,-3.3,31.3,0.0
2025-02-03,2.3,37.9,0.0
2025-02-04,-8.9,34.7,0.0
2025-02-05,-4.7,39.0,4.9
2025-02-06,-2.1,35.8,0.0
2025-02-07,-1.7,25.0,0.0
2025-02-08,-3.5,43.3,7.9
2025-02-09,1.0,31.4,11.9
2025-02-10,-5.6,23.0,0.0
2025-02-11,-1.7,32.1,0.0
2025-02-12,-0.4,47.6,0.0
2025-02-13,1.3,42.5,0.0
2025-02-14,2.3,33.0,7.1
2025-02-15,-4.8,33.1,0.0
2025-02-16,-6.2,33.4,3.2
2025-02-17,5.3,52.7,0.0
2025-02-18,1.7,39.3,0.0
2025-02-19,-2.4,39.8,0.0
2025-02-20,7.0,44.7,0.0
2025-02-21,1.5,38.5,0.0
2025-02-22,6.0,34.6,0.0
2025-02-23,1.8,35.3,0.0
2025-02-24,10.0,36.4,0.0
2025-02-25,9.0,36.9,0.0
2025-02-26,1.2,43.1,0.0
2025-02-27,6.3,37.9,0.0
2025-02-28,5.3,43.5,0.0
2025-03-01,8.4,37.2,1.3
2025-03-02,-0.7,38.6,0.0
2025-03-03,6.2,22.2,0.0
2025-03-04,7.9,45.7,1.9
2025-03-05,-3.1,41.3,9.4
2025-03-06,-0.6,46.8,6.5
2025-03-07,-3.7,20.0,0.0
2025-03-08,3.6,55.9,0.0
2025-03-09,7.8,38.3,0.0
2025-03-10,11.2,48.5,0.0
2025-03-11,5.7,31.5,0.0
2025-03-12,12.2,45.0,0.0
2025-03-13,0.4,31.9,0.0
2025-03-14,-0.6,35.5,0.0
2025-03-15,6.2,56.1,0.0
2025-03-16,8.2,39.5,0.0
2025-03-17,6.8,43.0,0.2
2025-03-18,-1.0,48.5,0.0
2025-03-19,7.1,45.7,0.0
2025-03-20,2.5,43.2,0.0
2025-03-21,10.7,45.2,7.0
2025-03-22,9.7,61.8,12.5
2025-03-23,4.8,42.4,0.0
2025-03-24,6.7,44.7,4.3
2025-03-25,4.8,51.8,0.0
2025-03-26,9.0,52.5,7.7
2025-03-27,13.4,53.4,0.0
2025-03-28,5.9,49.3,0.0
2025-03-29,12.1,35.4,0.0
2025-03-30,8.2,57.9,5.3
2025-03-31,7.4,36.0,1.4
2025-04-01,10.4,47.8,1.1
2025-04-02,6.9,39.7,12.5
2025-04-03,9.1,45.5,0.0
2025-04-04,6.8,49.0,0.0
2025-04-05,19.7,49.2,0.0
2025-04-06,12.2,50.3,0.0
2025-04-07,9.5,60.2,0.0
2025-04-08,13.4,51.2,0.0
2025-04-09,12.4,46.0,10.1
2025-04-10,12.2,56.0,0.0
2025-04-11,15.8,58.1,0.0
2025-04-12,16.6,39.1,0.0
2025-04-13,11.7,54.0,2.9
2025-04-14,11.7,55.2,0.0
2025-04-15,13.2,47.5,0.0
2025-04-16,5.3,61.2,0.0
2025-04-17,8.7,49.4,0.0
2025-04-18,20.4,51.9,0.0
2025-04-19,21.8,49.9,0.0
2025-04-20,14.4,51.7,14.6
2025-04-21,17.9,43.1,0.0
2025-04-22,17.1,40.7,2.7
2025-04-23,28.4,65.4,0.0
2025-04-24,20.8,46.2,0.0
2025-04-25,16.0,45.3,3.4
2025-04-26,12.9,36.4,0.0
2025-04-27,10.5,48.9,4.5
2025-04-28,17.9,43.7,0.0
2025-04-29,14.3,67.8,0.0
2025-04-30,11.8,63.1,0.0
2025-05-01,15.1,49.8,1.2
2025-05-02,13.6,73.7,0.0
2025-05-03,24.9,63.9,0.0
2025-05-04,21.8,53.8,14.1
2025-05-05,18.5,36.7,0.0
2025-05-06,24.6,75.4,2.6
2025-05-07,19.2,46.3,0.0
2025-05-08,15.6,44.6,9.0
2025-05-09,25.3,66.3,0.0
2025-05-10,21.5,77.9,0.0
2025-05-11,15.4,69.8,7.4
2025-05-12,18.9,63.6,5.3
2025-05-13,16.4,64.2,0.8
2025-05-14,14.5,66.6,0.0
2025-05-15,23.9,66.2,3.9
2025-05-16,28.0,62.7,0.0
2025-05-17,14.9,61.6,2.8
2025-05-18,22.9,60.6,0.2
2025-05-19,18.1,55.4,0.0
2025-05-20,18.9,59.5,7.3
2025-05-21,18.6,48.5,0.0
2025-05-22,17.7,61.6,0.0
2025-05-23,21.5,54.8,0.0
2025-05-24,18.1,54.2,0.0
2025-05-25,22.6,64.8,0.0
2025-05-26,21.4,74.8,1.3
2025-05-27,20.8,71.3,1.8
2025-05-28,18.2,51.7,1.8
2025-05-29,19.6,56.7,0.0
2025-05-30,25.0,72.4,0.0
2025-05-31,24.1,57.3,0.0
2025-06-01,18.3,63.7,0.0
2025-06-02,22.7,70.2,0.0
2025-06-03,25.3,58.3,0.0
2025-06-04,15.7,67.2,6.8
2025-06-05,24.7,55.9,0.0
2025-06-06,19.9,62.1,0.0
2025-06-07,24.9,69.7,1.8
2025-06-08,19.6,54.7,2.0
2025-06-09,15.5,71.2,0.0
2025-06-10,16.3,67.8,0.0
2025-06-11,23.0,72.7,0.0
2025-06-12,23.9,70.3,0.0
2025-06-13,19.3,79.7,0.0
2025-06-14,25.5,70.0,0.0
2025-06-15,16.3,65.8,0.0
2025-06-16,22.7,70.5,7.0
2025-06-17,18.1,74.1,0.0
2025-06-18,20.4,70.3,0.0
2025-06-19,23.2,70.5,0.0
2025-06-20,19.6,64.8,0.0
2025-06-21,21.5,65.3,0.0
2025-06-22,27.0,59.6,0.0
2025-06-23,20.7,85.0,0.0
2025-06-24,26.3,61.3,0.0
2025-06-25,18.4,65.9,0.0
2025-06-26,25.0,65.9,15.2
2025-06-27,28.7,79.0,0.0
2025-06-28,13.0,69.6,1.5
2025-06-29,19.6,82.2,0.0
2025-06-30,25.1,67.0,0.0
2025-07-01,21.9,74.7,0.0
2025-07-02,24.2,66.0,0.0
2025-07-03,20.2,90.0,0.0
2025-07-04,22.9,63.5,0.0
2025-07-05,21.9,75.6,0.0
2025-07-06,27.1,78.4,0.0
2025-07-07,23.4,76.7,13.5
2025-07-08,23.7,72.1,8.8
2025-07-09,20.6,72.6,6.0
2025-07-10,20.2,74.1,0.0
2025-07-11,20.3,72.7,3.1
2025-07-12,23.5,81.7,12.7
2025-07-13,20.2,91.8,5.9
2025-07-14,22.9,69.8,0.0
2025-07-15,30.0,63.4,9.9
2025-07-16,25.0,73.7,0.0
2025-07-17,20.1,95.1,8.2
2025-07-18,26.1,68.1,0.0
2025-07-19,19.6,87.7,2.1
2025-07-20,12.9,88.1,2.0
2025-07-21,16.9,70.3,0.0
2025-07-22,13.3,79.4,9.7
2025-07-23,19.3,87.9,6.0
2025-07-24,20.6,71.9,6.5
2025-07-25,27.1,73.3,4.1
2025-07-26,21.6,70.3,14.7
2025-07-27,19.2,66.9,0.0
2025-07-28,23.3,69.8,0.0
2025-07-29,10.9,65.2,0.0
2025-07-30,20.6,75.3,0.0
2025-07-31,22.5,68.8,6.6
2025-08-01,13.4,76.9,0.0
2025-08-02,23.7,62.5,0.0
2025-08-03,20.3,77.6,9.1
2025-08-04,17.1,81.6,0.0
2025-08-05,21.1,59.0,6.1
2025-08-06,27.5,77.9,0.0
2025-08-07,18.9,84.6,0.0
2025-08-08,19.0,65.1,0.0
2025-08-09,16.0,88.1,0.0
2025-08-10,14.2,78.0,0.0
2025-08-11,20.8,69.0,0.0
2025-08-12,13.8,74.1,17.1
2025-08-13,17.3,78.9,0.3
2025-08-14,14.9,75.0,0.0
2025-08-15,18.5,78.6,0.0
2025-08-16,17.7,66.8,0.0
2025-08-17,20.3,75.4,0.0
2025-08-18,13.9,62.7,0.0
2025-08-19,14.7,73.0,0.0
2025-08-20,11.6,66.5,0.0
2025-08-21,13.5,67.7,0.0
2025-08-22,16.6,83.4,0.0
2025-08-23,17.9,82.1,0.0
2025-08-24,10.9,78.1,1.9
2025-08-25,17.9,64.3,0.0
2025-08-26,19.6,70.4,10.3
2025-08-27,15.6,82.5,5.6
2025-08-28,21.2,73.7,8.0
2025-08-29,10.3,91.0,0.0
2025-08-30,8.2,75.4,0.0
2025-08-31,5.8,73.6,4.2
2025-09-01,18.7,69.4,0.0
2025-09-02,15.1,72.8,0.0
2025-09-03,12.0,70.3,0.0
2025-09-04,13.1,77.0,5.6
2025-09-05,7.2,78.8,0.0
2025-09-06,21.2,64.6,0.0
2025-09-07,11.7,60.1,1.7
2025-09-08,11.4,55.8,1.8
2025-09-09,13.6,74.3,0.0
2025-09-10,12.4,61.2,0.0
2025-09-11,11.1,52.6,0.0
2025-09-12,6.8,72.7,0.0
2025-09-13,11.6,89.3,0.0
2025-09-14,16.9,69.1,0.0
2025-09-15,14.5,75.6,7.7
2025-09-16,15.3,69.3,0.0
2025-09-17,6.6,67.6,0.0
2025-09-18,4.4,75.5,0.0
2025-09-19,7.6,65.5,0.0
2025-09-20,8.1,69.7,0.0
2025-09-21,12.0,69.9,2.3
2025-09-22,0.6,61.7,0.0
2025-09-23,13.2,74.7,5.1
2025-09-24,6.2,65.1,0.0
2025-09-25,4.9,60.1,5.0
2025-09-26,2.3,70.2,1.1
2025-09-27,-0.6,58.4,0.0
2025-09-28,9.1,65.5,0.0
2025-09-29,5.9,65.0,0.0
2025-09-30,0.1,73.4,0.0
2025-10-01,-0.1,68.2,1.6
2025-10-02,3.5,63.9,2.8
2025-10-03,11.2,70.4,0.0
2025-10-04,3.3,74.6,0.0
2025-10-05,-2.0,67.6,0.0
2025-10-06,2.8,63.0,0.0
2025-10-07,2.5,52.1,0.0
2025-10-08,-7.5,53.7,0.0
2025-10-09,2.8,59.5,0.0
2025-10-10,1.9,56.7,0.0
2025-10-11,5.4,59.8,0.0
2025-10-12,9.7,61.4,0.0
2025-10-13,6.6,64.8,0.0
2025-10-14,0.8,59.7,0.0
2025-10-15,-2.8,63.8,0.0
2025-10-16,11.7,60.1,0.0
2025-10-17,1.4,43.5,0.0
2025-10-18,1.0,51.4,0.0
2025-10-19,0.6,57.4,0.0
2025-10-20,1.3,48.6,0.0
2025-10-21,-0.3,62.7,0.0
2025-10-22,-2.3,69.8,0.0
2025-10-23,-2.4,67.0,0.0
2025-10-24,-0.5,55.2,0.0
2025-10-25,-2.8,68.5,0.0
2025-10-26,-3.7,57.4,0.0
2025-10-27,-0.6,53.2,0.0
2025-10-28,-2.2,50.6,0.0
2025-10-29,4.6,52.8,0.0
2025-10-30,-12.2,51.7,0.0
2025-10-31,2.5,55.8,0.0
