date,product_id,stock_open,consumed_qty,stock_close
2024-01-03,16,9.1514,6.6021,15.5492
2024-01-03,17,6.2096,3.8806,10.329
2024-01-03,18,6.6168,4.7442,10.8727
2024-01-03,19,4.1136,3.4004,7.7132
2024-01-03,20,2.3067,2.0227,4.7841
2024-01-03,21,10.9524,3.1554,7.7969
2024-01-03,22,3.9606,2.0921,7.3686
2024-01-03,23,3.4913,2.2312,5.7601
2024-01-03,24,2.8572,1.823,5.0342
2024-01-03,25,0.7001,0.3336,1.3666
2024-01-03,26,0.577,0.342,1.235
2024-01-03,27,1044.3235,665.686,1628.6375
2024-01-03,28,275.9449,163.288,412.6569
2024-01-03,29,1121.7307,707.2247,414.5060000000001
2024-01-03,30,714.1548,698.0485,16.106300000000033
2024-01-04,1,3.502,1.144,2.358
2024-01-04,2,2.905,1.1954,1.7096
2024-01-04,3,1.9371,0.6683,1.2689
2024-01-04,4,0.6758,0.6758,1.5
2024-01-04,5,0.3926,0.3729,1.0198
2024-01-04,6,1.1644,0.4256,0.7388
2024-01-04,7,0.3854,0.0908,0.2946
2024-01-04,8,46.2777,16.9709,29.3068
2024-01-04,9,19.2014,7.9844,11.217
2024-01-04,10,18.5668,6.7204,11.8464
2024-01-04,11,33.4634,15.9403,17.5231
2024-01-04,12,4.2929,1.6499,2.6429
2024-01-04,13,3.8277,1.5647,2.2631
2024-01-04,14,40.9163,17.539,23.3773
2024-01-04,15,12.6283,5.6394,6.9889
2024-01-04,16,15.5492,5.7315,9.8177
2024-01-04,17,10.329,3.7223,6.6068
2024-01-04,18,10.8727,3.792,7.0807
2024-01-04,19,7.7132,2.1381,5.5751
2024-01-04,20,4.7841,1.9301,2.8539
2024-01-04,21,7.7969,4.8988,11.8982
2024-01-04,22,7.3686,2.3247,5.0438
2024-01-04,23,5.7601,1.9186,3.8415
2024-01-04,24,5.0342,2.0619,2.9723
2024-01-04,25,1.3666,0.4145,0.9521
2024-01-04,26,1.235,0.2792,0.9558
2024-01-04,27,1628.6375,566.8537,1061.7838
2024-01-04,28,412.6569,165.5846,247.0723
2024-01-04,29,2117.3733,653.4243,1463.949
2024-01-04,30,1233.9317,652.4572,581.4745000000001
2024-01-05,1,2.358,0.0,2.358
2024-01-05,2,1.7096,1.0942,3.1155
2024-01-05,3,1.2689,0.6421,2.1268
2024-01-05,4,1.5,0.461,1.039
2024-01-05,5,1.0198,0.3227,0.6971
2024-01-05,6,0.7388,0.4819,1.257
2024-01-05,7,0.2946,0.0888,0.2058
2024-01-05,8,29.3068,17.7721,44.5347
2024-01-05,9,11.217,5.7136,18.5034
2024-01-05,10,11.8464,8.5171,18.3293
2024-01-05,11,17.5231,16.2376,32.2856
2024-01-05,12,2.6429,1.3341,4.3088
2024-01-05,13,2.2631,0.9292,3.8339
2024-01-05,14,23.3773,19.1874,40.1899
2024-01-05,15,6.9889,4.5537,12.4352
2024-01-05,16,9.8177,5.3307,15.487
2024-01-05,17,6.6068,3.638,10.9688
2024-01-05,18,7.0807,3.7578,10.3228
2024-01-05,19,5.5751,2.5084,3.0666
2024-01-05,20,2.8539,1.6862,4.6678
2024-01-05,21,11.8982,3.4362,8.462
2024-01-05,22,5.0438,3.5115,7.5323
2024-01-05,23,3.8415,1.8154,5.5261
2024-01-05,24,2.9723,1.1367,1.8356
2024-01-05,25,0.9521,0.2785,0.6737
2024-01-05,26,0.9558,0.2812,0.6746
2024-01-05,27,1061.7838,639.3076,1622.4763
2024-01-05,28,247.0723,177.2891,419.7832
2024-01-05,29,1248.4326,657.142,591.2906
2024-01-05,30,715.2876,660.5084,54.779199999999946
2024-01-06,1,2.358,1.3716,3.4864
2024-01-06,2,3.1155,1.0503,2.0651
2024-01-06,3,2.1268,0.7782,1.3486
2024-01-06,4,1.039,0.4201,0.619
2024-01-06,5,0.6971,0.3978,1.2992
2024-01-06,6,1.257,0.4118,0.8452
2024-01-06,7,0.2058,0.1204,0.5854
2024-01-06,8,44.5347,20.6935,23.8413
2024-01-06,9,18.5034,7.7896,10.7139
2024-01-06,10,18.3293,6.4427,11.8866
2024-01-06,11,32.2856,11.6682,20.6174
2024-01-06,12,4.3088,1.2489,3.0598
2024-01-06,13,3.8339,1.3006,2.5333
2024-01-06,14,40.1899,13.4542,26.7358
2024-01-06,15,12.4352,4.6434,7.7918
2024-01-06,16,15.487,6.6597,8.8273
2024-01-06,17,10.9688,3.7517,7.2171
2024-01-06,18,10.3228,4.1266,6.1962
2024-01-06,19,3.0666,3.0666,7.5
2024-01-06,20,4.6678,2.1739,2.4938
2024-01-06,21,8.462,3.6083,4.8537
2024-01-06,22,7.5323,2.0956,5.4367
2024-01-06,23,5.5261,1.5437,3.9825
2024-01-06,24,1.8356,1.3543,5.4814
2024-01-06,25,0.6737,0.3343,1.3394
2024-01-06,26,0.6746,0.0,0.6746
2024-01-06,27,1622.4763,561.4816,1060.9947
2024-01-06,28,419.7832,144.4996,275.2836
2024-01-06,29,2052.9807,568.9276,1484.0531
2024-01-06,30,715.2876,578.3958,136.8918
2024-01-07,1,3.4864,1.3554,2.1311
2024-01-07,2,2.0651,1.0474,1.0178
2024-01-07,3,1.3486,0.8205,0.5281
2024-01-07,4,0.619,0.5604,0.0586
2024-01-07,5,1.2992,0.3323,0.967
2024-01-07,6,0.8452,0.362,0.4831
2024-01-07,7,0.5854,0.0774,0.508
2024-01-07,8,23.8413,15.1153,8.7259
2024-01-07,9,10.7139,8.681,2.0329
2024-01-07,10,11.8866,8.3275,3.5591
2024-01-07,11,20.6174,14.139,6.4783
2024-01-07,12,3.0598,2.2855,0.7744
2024-01-07,13,2.5333,1.3264,1.2069
2024-01-07,14,26.7358,14.7366,11.9991
2024-01-07,15,7.7918,4.2706,3.5213
2024-01-07,16,8.8273,5.4166,3.4107
2024-01-07,17,7.2171,4.6518,2.5653
2024-01-07,18,6.1962,4.1815,2.0147
2024-01-07,19,7.5,2.7444,4.7556
2024-01-07,20,2.4938,1.6423,0.8515
2024-01-07,21,4.8537,4.8537,0.0
2024-01-07,22,5.4367,2.0493,3.3874
2024-01-07,23,3.9825,1.6259,2.3566
2024-01-07,24,5.4814,2.3429,3.1385
2024-01-07,25,1.3394,0.4223,0.917
2024-01-07,26,0.6746,0.2291,0.4455
2024-01-07,27,1060.9947,652.4296,408.5651
2024-01-07,28,275.2836,148.3915,126.892
2024-01-07,29,1309.4482,711.2602,598.188
2024-01-07,30,1237.2123,712.0345,525.1777999999999
2024-01-08,1,2.1311,1.2267,3.4043
2024-01-08,2,1.0178,1.0178,3.0
2024-01-08,3,0.5281,0.5281,2.0
2024-01-08,4,0.0586,0.0586,1.5
2024-01-08,5,0.967,0.2628,0.7041
2024-01-08,6,0.4831,0.4831,1.5
2024-01-08,7,0.508,0.0,0.508
2024-01-08,8,8.7259,8.7259,47.0
2024-01-08,9,2.0329,2.0329,19.0
2024-01-08,10,3.5591,3.5591,18.0
2024-01-08,11,6.4783,6.4783,33.0
2024-01-08,12,0.7744,0.7744,4.0
2024-01-08,13,1.2069,1.2069,3.5
2024-01-08,14,11.9991,11.9991,41.0
2024-01-08,15,3.5213,3.5213,13.0
2024-01-08,16,3.4107,3.4107,16.0
2024-01-08,17,2.5653,2.5653,11.0
2024-01-08,18,2.0147,0.0,11.0147
2024-01-08,19,4.7556,2.7066,7.549
2024-01-08,20,0.8515,0.8515,5.0
2024-01-08,21,0.0,0.0,12.0
2024-01-08,22,3.3874,2.0505,7.8369
2024-01-08,23,2.3566,2.3566,6.0
2024-01-08,24,3.1385,1.9921,5.1464
2024-01-08,25,0.917,0.2617,0.6554
2024-01-08,26,0.4455,0.3104,1.1351
2024-01-08,27,408.5651,408.5651,1650.0
2024-01-08,28,126.892,126.892,450.0
2024-01-08,29,497.1677,539.3785,0.0
2024-01-08,30,755.9093,534.3632,221.54610000000002
2024-01-09,1,3.4043,0.8711,2.5333
2024-01-09,2,3.0,0.6191,2.3809
2024-01-09,3,2.0,0.0,2.0
2024-01-09,4,1.5,0.4047,1.0953
2024-01-09,5,0.7041,0.2725,0.4317
2024-01-09,6,1.5,0.3129,1.1871
2024-01-09,7,0.508,0.0428,0.4652
2024-01-09,8,47.0,13.592,33.408
2024-01-09,9,19.0,3.9245,15.0755
2024-01-09,10,18.0,5.226,12.774
2024-01-09,11,33.0,8.0563,24.9437
2024-01-09,12,4.0,1.1505,2.8495
2024-01-09,13,3.5,0.9342,2.5658
2024-01-09,14,41.0,10.5297,30.4703
2024-01-09,15,13.0,3.2089,9.7911
2024-01-09,16,16.0,2.7636,13.2364
2024-01-09,17,11.0,2.2975,8.7025
2024-01-09,18,11.0147,3.0172,7.9975
2024-01-09,19,7.549,1.4881,6.0609
2024-01-09,20,5.0,1.2687,3.7313
2024-01-09,21,12.0,2.8799,9.1201
2024-01-09,22,7.8369,2.4028,5.4341
2024-01-09,23,6.0,1.2178,4.7822
2024-01-09,24,5.1464,0.8099,4.3365
2024-01-09,25,0.6554,0.2509,0.4045
2024-01-09,26,1.1351,0.2258,0.9092
2024-01-09,27,1650.0,436.1765,1213.8235
2024-01-09,28,450.0,121.331,328.669
2024-01-09,29,2100.0,446.908,1653.092
2024-01-09,30,1247.0466,450.1937,796.8528999999999
2024-01-10,1,2.5333,1.1013,1.432
2024-01-10,2,2.3809,0.6453,1.7356
2024-01-10,3,2.0,0.367,1.633
2024-01-10,4,1.0953,0.403,0.6922
2024-01-10,5,0.4317,0.279,0.6527
2024-01-10,6,1.1871,0.3583,0.8288
2024-01-10,7,0.4652,0.0883,0.3769
2024-01-10,8,33.408,11.719,21.689
2024-01-10,9,15.0755,5.8264,9.2492
2024-01-10,10,12.774,7.7603,5.0137
2024-01-10,11,24.9437,9.9629,14.9808
2024-01-10,12,2.8495,0.8565,1.993
2024-01-10,13,2.5658,0.8779,1.688
2024-01-10,14,30.4703,10.8967,19.5736
2024-01-10,15,9.7911,3.2451,6.546
2024-01-10,16,13.2364,3.7929,9.4435
2024-01-10,17,8.7025,3.1205,5.582
2024-01-10,18,7.9975,2.1301,5.8674
2024-01-10,19,6.0609,1.9021,4.1588
2024-01-10,20,3.7313,1.307,2.4243
2024-01-10,21,9.1201,2.2618,6.8583
2024-01-10,22,5.4341,2.5395,2.8945
2024-01-10,23,4.7822,1.5242,3.258
2024-01-10,24,4.3365,1.2197,3.1168
2024-01-10,25,0.4045,0.2967,1.1079
2024-01-10,26,0.9092,0.208,0.7013
2024-01-10,27,1213.8235,455.0042,758.8193
2024-01-10,28,328.669,84.9034,243.7656
2024-01-10,29,1556.4518,461.6335,1094.8183
2024-01-10,30,976.9649,463.081,513.8838999999999
2024-01-11,1,1.432,0.7127,2.2193
2024-01-11,2,1.7356,0.7283,1.0073
2024-01-11,3,1.633,0.4659,1.1671
2024-01-11,4,0.6922,0.4408,1.2514
2024-01-11,5,0.6527,0.0,0.6527
2024-01-11,6,0.8288,0.2385,0.5902
2024-01-11,7,0.3769,0.1059,0.271
2024-01-11,8,21.689,14.4275,29.2615
2024-01-11,9,9.2492,4.3211,4.9281
2024-01-11,10,5.0137,4.0162,11.9975
2024-01-11,11,14.9808,6.8971,21.0838
2024-01-11,12,1.993,0.9079,1.0851
2024-01-11,13,1.688,1.0128,2.6752
2024-01-11,14,19.5736,10.4306,26.143
2024-01-11,15,6.546,2.9376,3.6083
2024-01-11,16,9.4435,3.8051,5.6385
2024-01-11,17,5.582,2.4511,3.131
2024-01-11,18,5.8674,2.3228,3.5447
2024-01-11,19,4.1588,1.4595,2.6993
2024-01-11,20,2.4243,0.9155,1.5088
2024-01-11,21,6.8583,2.8789,3.9794
2024-01-11,22,2.8945,2.3838,5.0107
2024-01-11,23,3.258,1.4169,1.8411
2024-01-11,24,3.1168,0.6451,2.4717
2024-01-11,25,1.1079,0.2637,0.8442
2024-01-11,26,0.7013,0.1618,0.5395
2024-01-11,27,758.8193,379.1104,1079.7089
2024-01-11,28,243.7656,91.2137,152.552
2024-01-11,29,1119.8836,375.3218,744.5618
2024-01-11,30,631.4042,381.3585,250.04569999999995
2024-01-12,1,2.2193,0.6354,1.5839
2024-01-12,2,1.0073,0.7831,2.2242
2024-01-12,3,1.1671,0.4375,0.7295
2024-01-12,4,1.2514,0.3889,0.8625
2024-01-12,5,0.6527,0.1864,0.4663
2024-01-12,6,0.5902,0.2686,0.3216
2024-01-12,7,0.271,0.0569,0.214
2024-01-12,8,29.2615,10.9485,18.313
2024-01-12,9,4.9281,3.8473,12.0808
2024-01-12,10,11.9975,3.8636,8.1339
2024-01-12,11,21.0838,8.0566,13.0271
2024-01-12,12,1.0851,0.605,2.9801
2024-01-12,13,2.6752,0.0,2.6752
2024-01-12,14,26.143,8.5916,17.5514
2024-01-12,15,3.6083,2.9811,8.6272
2024-01-12,16,5.6385,0.0,5.6385
2024-01-12,17,3.131,2.2356,6.8954
2024-01-12,18,3.5447,0.0,3.5447
2024-01-12,19,2.6993,2.044,5.1552
2024-01-12,20,1.5088,1.3186,3.1902
2024-01-12,21,3.9794,1.4454,7.534
2024-01-12,22,5.0107,2.1815,2.8292
2024-01-12,23,1.8411,0.0,1.8411
2024-01-12,24,2.4717,0.8866,1.5851
2024-01-12,25,0.8442,0.3114,0.5328
2024-01-12,26,0.5395,0.176,0.3634
2024-01-12,27,1079.7089,444.254,635.4549
2024-01-12,28,152.552,116.5305,286.0214
2024-01-12,29,646.1084,456.7361,189.37229999999994
2024-01-12,30,346.3443,450.2927,0.0
2024-01-13,1,1.5839,1.0565,3.0274
2024-01-13,2,2.2242,0.9695,1.2546
2024-01-13,3,0.7295,0.7295,2.0
2024-01-13,4,0.8625,0.3897,1.4729
2024-01-13,5,0.4663,0.4663,1.0
2024-01-13,6,0.3216,0.3216,1.0
2024-01-13,7,0.214,0.1055,0.1085
2024-01-13,8,18.313,17.9535,39.3596
2024-01-13,9,12.0808,7.1842,15.8966
2024-01-13,10,8.1339,5.5887,15.5452
2024-01-13,11,13.0271,9.6826,27.3445
2024-01-13,12,2.9801,1.2514,1.7288
2024-01-13,13,2.6752,1.0533,1.6218
2024-01-13,14,17.5514,15.0575,34.494
2024-01-13,15,8.6272,0.0,8.6272
2024-01-13,16,5.6385,5.6385,13.0
2024-01-13,17,6.8954,3.3788,3.5165
2024-01-13,18,3.5447,3.5447,9.0
2024-01-13,19,5.1552,1.8361,3.3191
2024-01-13,20,3.1902,1.5314,1.6588
2024-01-13,21,7.534,3.9749,9.5591
2024-01-13,22,2.8292,1.6232,6.2059
2024-01-13,23,1.8411,1.6442,4.6969
2024-01-13,24,1.5851,1.5851,4.0
2024-01-13,25,0.5328,0.2778,1.2549
2024-01-13,26,0.3634,0.3352,1.0282
2024-01-13,27,635.4549,541.1632,1394.2917
2024-01-13,28,286.0214,162.553,373.4684
2024-01-13,29,1400.0,595.8925,804.1075
2024-01-13,30,847.5634,588.0603,259.5031
2024-01-14,1,3.0274,0.9396,2.0878
2024-01-14,2,1.2546,1.1899,2.5647
2024-01-14,3,2.0,0.6367,1.3633
2024-01-14,4,1.4729,0.5328,0.94
2024-01-14,5,1.0,0.3786,0.6214
2024-01-14,6,1.0,0.5214,0.4786
2024-01-14,7,0.1085,0.0504,0.5581
2024-01-14,8,39.3596,18.6482,20.7113
2024-01-14,9,15.8966,4.822,11.0746
2024-01-14,10,15.5452,4.7359,10.8093
2024-01-14,11,27.3445,11.3993,15.9452
2024-01-14,12,1.7288,1.2914,3.4373
2024-01-14,13,1.6218,0.902,3.2198
2024-01-14,14,34.494,14.2653,20.2287
2024-01-14,15,8.6272,3.9083,4.7189
2024-01-14,16,13.0,4.0873,8.9127
2024-01-14,17,3.5165,3.5165,9.0
2024-01-14,18,9.0,3.0174,5.9826
2024-01-14,19,3.3191,1.7886,6.0305
2024-01-14,20,1.6588,1.4715,4.1873
2024-01-14,21,9.5591,2.5301,7.029
2024-01-14,22,6.2059,2.5643,3.6416
2024-01-14,23,4.6969,1.5902,3.1068
2024-01-14,24,4.0,1.5336,2.4664
2024-01-14,25,1.2549,0.2564,0.9985
2024-01-14,26,1.0282,0.2595,0.7687
2024-01-14,27,1394.2917,499.0526,895.2391
2024-01-14,28,373.4684,131.962,241.5064
2024-01-14,29,729.8039,501.9074,227.8965
2024-01-14,30,436.9177,506.5143,0.0
2024-01-15,1,2.0878,1.0305,1.0573
2024-01-15,2,2.5647,0.7798,1.7849
2024-01-15,3,1.3633,0.4014,0.9619
2024-01-15,4,0.94,0.2894,0.6506
2024-01-15,5,0.6214,0.2175,0.4039
2024-01-15,6,0.4786,0.3511,1.1275
2024-01-15,7,0.5581,0.0505,0.5076
2024-01-15,8,20.7113,11.1429,28.5684
2024-01-15,9,11.0746,5.2493,5.8253
2024-01-15,10,10.8093,5.1827,5.6265
2024-01-15,11,15.9452,5.6421,10.3031
2024-01-15,12,3.4373,1.3046,2.1327
2024-01-15,13,3.2198,0.706,2.5138
2024-01-15,14,20.2287,9.1962,11.0325
2024-01-15,15,4.7189,3.4645,8.2544
2024-01-15,16,8.9127,4.4735,4.4392
2024-01-15,17,9.0,2.3198,6.6802
2024-01-15,18,5.9826,2.78,3.2026
2024-01-15,19,6.0305,1.619,4.4115
2024-01-15,20,4.1873,1.0902,3.097
2024-01-15,21,7.029,0.0,7.029
2024-01-15,22,3.6416,1.0214,2.6202
2024-01-15,23,3.1068,0.9693,2.1375
2024-01-15,24,2.4664,1.9085,3.558
2024-01-15,25,0.9985,0.2518,0.7467
2024-01-15,26,0.7687,0.1218,0.6468
2024-01-15,27,895.2391,365.0785,530.1606
2024-01-15,28,241.5064,100.3544,141.152
2024-01-15,29,1750.9314,369.9769,1380.9544999999998
2024-01-15,30,1094.8271,375.5439,719.2832
2024-01-16,1,1.0573,0.929,2.6283
2024-01-16,2,1.7849,0.682,1.1029
2024-01-16,3,0.9619,0.441,0.5208
2024-01-16,4,0.6506,0.423,1.2276
2024-01-16,5,0.4039,0.2452,0.6586
2024-01-16,6,1.1275,0.2479,0.8796
2024-01-16,7,0.5076,0.0792,0.4284
2024-01-16,8,28.5684,13.7329,14.8355
2024-01-16,9,5.8253,5.8112,12.0141
2024-01-16,10,5.6265,4.2722,12.3544
2024-01-16,11,10.3031,8.8379,21.4653
2024-01-16,12,2.1327,0.917,1.2157
2024-01-16,13,2.5138,1.4459,1.0679
2024-01-16,14,11.0325,10.7013,26.3312
2024-01-16,15,8.2544,3.247,5.0074
2024-01-16,16,4.4392,3.6866,9.7526
2024-01-16,17,6.6802,2.5303,4.1499
2024-01-16,18,3.2026,2.3405,6.8621
2024-01-16,19,4.4115,1.4523,2.9592
2024-01-16,20,3.097,1.1625,1.9346
2024-01-16,21,7.029,2.5667,4.4622
2024-01-16,22,2.6202,1.5899,5.0303
2024-01-16,23,2.1375,1.6445,3.993
2024-01-16,24,3.558,1.1398,2.4182
2024-01-16,25,0.7467,0.2569,0.4898
2024-01-16,26,0.6468,0.304,0.3428
2024-01-16,27,530.1606,479.5508,1100.6098
2024-01-16,28,141.152,110.754,280.3981
2024-01-16,29,1271.6446,473.9578,797.6868000000001
2024-01-16,30,782.4179,477.5195,304.89840000000004
2024-01-17,1,2.6283,0.9596,1.6687
2024-01-17,2,1.1029,0.6313,1.9716
2024-01-17,3,0.5208,0.3079,1.2129
2024-01-17,4,1.2276,0.3351,0.8925
2024-01-17,5,0.6586,0.2095,0.4492
2024-01-17,6,0.8796,0.224,0.6556
2024-01-17,7,0.4284,0.0449,0.3836
2024-01-17,8,14.8355,10.6036,29.2319
2024-01-17,9,12.0141,5.0542,6.96
2024-01-17,10,12.3544,4.5462,7.8082
2024-01-17,11,21.4653,8.5234,12.9419
2024-01-17,12,1.2157,1.018,2.6977
2024-01-17,13,1.0679,0.6249,2.443
2024-01-17,14,26.3312,9.6799,16.6513
2024-01-17,15,5.0074,3.0724,7.935
2024-01-17,16,9.7526,3.7901,5.9625
2024-01-17,17,4.1499,2.383,6.7669
2024-01-17,18,6.8621,2.6005,4.2615
2024-01-17,19,2.9592,2.3011,4.6581
2024-01-17,20,1.9346,1.2682,3.1664
2024-01-17,21,4.4622,3.3523,7.1099
2024-01-17,22,5.0303,2.4591,2.5711
2024-01-17,23,3.993,1.671,2.322
2024-01-17,24,2.4182,1.522,3.8962
2024-01-17,25,0.4898,0.1358,0.354
2024-01-17,26,0.3428,0.2024,0.6405
2024-01-17,27,1100.6098,381.9788,718.631
2024-01-17,28,280.3981,110.9118,169.4862
2024-01-17,29,693.0098,392.7687,300.2411
2024-01-17,30,517.8573,394.8772,122.9801
2024-01-18,1,1.6687,0.9934,2.6753
2024-01-18,2,1.9716,0.7588,1.2128
2024-01-18,3,1.2129,0.469,0.7439
2024-01-18,4,0.8925,0.3902,0.5023
2024-01-18,5,0.4492,0.2548,0.6943
2024-01-18,6,0.6556,0.2435,0.4121
2024-01-18,7,0.3836,0.0778,0.3057
2024-01-18,8,29.2319,15.1429,14.089
2024-01-18,9,6.96,4.609,12.351
2024-01-18,10,7.8082,4.8353,11.9728
2024-01-18,11,12.9419,9.0423,21.8995
2024-01-18,12,2.6977,0.8938,1.8039
2024-01-18,13,2.443,0.8908,1.5522
2024-01-18,14,16.6513,8.4411,26.2102
2024-01-18,15,7.935,3.2897,4.6452
2024-01-18,16,5.9625,4.3893,10.5732
2024-01-18,17,6.7669,2.5003,4.2665
2024-01-18,18,4.2615,2.4619,6.7996
2024-01-18,19,4.6581,2.2796,2.3785
2024-01-18,20,3.1664,0.8905,2.2759
2024-01-18,21,7.1099,2.8803,4.2296
2024-01-18,22,2.5711,1.5446,5.0266
2024-01-18,23,2.322,0.984,3.838
2024-01-18,24,3.8962,1.3803,2.516
2024-01-18,25,0.354,0.3124,1.0416
2024-01-18,26,0.6405,0.2881,0.3523
2024-01-18,27,718.631,380.8907,1087.7403
2024-01-18,28,169.4862,114.9723,304.5139
2024-01-18,29,1329.9965,421.1148,908.8816999999999
2024-01-18,30,830.7576,419.0543,411.7033
2024-01-19,1,2.6753,0.6837,1.9916
2024-01-19,2,1.2128,0.7149,0.4978
2024-01-19,3,0.7439,0.3773,0.3666
2024-01-19,4,0.5023,0.3151,0.1873
2024-01-19,5,0.6943,0.1471,0.5473
2024-01-19,6,0.4121,0.2798,0.1322
2024-01-19,7,0.3057,0.0,0.3057
2024-01-19,8,14.089,13.6569,0.4322
2024-01-19,9,12.351,4.7582,7.5927
2024-01-19,10,11.9728,7.4034,4.5694
2024-01-19,11,21.8995,7.4729,14.4266
2024-01-19,12,1.8039,1.348,0.456
2024-01-19,13,1.5522,0.8348,0.7175
2024-01-19,14,26.2102,8.75,17.4602
2024-01-19,15,4.6452,3.8121,0.8332
2024-01-19,16,10.5732,3.4473,7.1258
2024-01-19,17,4.2665,2.3872,1.8794
2024-01-19,18,6.7996,2.7895,4.0102
2024-01-19,19,2.3785,1.5675,0.811
2024-01-19,20,2.2759,0.9668,1.3091
2024-01-19,21,4.2296,3.2986,0.931
2024-01-19,22,5.0266,1.9959,3.0307
2024-01-19,23,3.838,1.9314,1.9066
2024-01-19,24,2.516,1.1252,1.3908
2024-01-19,25,1.0416,0.1211,0.9205
2024-01-19,26,0.3523,0.0956,0.2567
2024-01-19,27,1087.7403,388.3497,699.3906
2024-01-19,28,304.5139,129.5533,174.9606
2024-01-19,29,780.4065,413.7585,366.648
2024-01-19,30,544.6597,416.5555,128.10420000000005
2024-01-20,1,1.9916,1.2053,2.7863
2024-01-20,2,0.4978,0.4978,2.5
2024-01-20,3,0.3666,0.3666,2.0
2024-01-20,4,0.1873,0.1873,1.5
2024-01-20,5,0.5473,0.3166,1.2307
2024-01-20,6,0.1322,0.1322,1.0
2024-01-20,7,0.3057,0.0948,0.2109
2024-01-20,8,0.4322,0.4322,37.0
2024-01-20,9,7.5927,5.9138,15.679
2024-01-20,10,4.5694,4.4178,15.1516
2024-01-20,11,14.4266,6.1131,26.3135
2024-01-20,12,0.456,0.456,3.5
2024-01-20,13,0.7175,0.7175,3.0
2024-01-20,14,17.4602,12.2366,34.2236
2024-01-20,15,0.8332,0.8332,11.0
2024-01-20,16,7.1258,4.8733,13.2526
2024-01-20,17,1.8794,1.8794,9.0
2024-01-20,18,4.0102,2.8153,9.1949
